Cider Vinaigrette Roasted Root Vegetables,"Beautiful roasted root vegetables—garnet yams, parsnips, carrots, beets—tossed in an apple cider vinaigrette and roasted until tender and caramelized.","['Side Dish', 'Christmas', 'Favorite Fall', 'Favorite Winter', 'Holiday', 'Thanksgiving', 'Make-ahead', 'Gluten-Free', 'Vegan', 'Vegetarian', 'Beet', 'Carrot', 'Onion', 'Parsnip', 'Sweet Potatoes', 'Vegetables', 'Vinaigrette', 'Yam']",25 minutes,40 minutes,Serves 6 to 8,"['1/2 cup cider vinegar', '1/2 cup extra virgin olive oil', '3 tablespoons dark brown sugar', '1/4 teaspoon kosher salt', 'Freshly grated black pepper to taste', '4 medium golden beets, peeled, thickly sliced', '4 medium carrots, peeled, sliced lengthwise into 1 to 2\xa0inch long pieces', '3 medium garnet yams, sliced lengthwise into 1 to 2\xa0inch long pieces', '4 medium parsnips, peeled, sliced lengthwise into 1 to 2 inch long pieces, any tough woody core removed', '1 large red onion, thickly sliced', '3/4 teaspoon thyme, dry or fresh']","['Toss vegetables with vinegar, oil, sugar, salt, pepper:\xa0Preheat the oven to 450°F. In a large bowl (enough room for all the vegetables) mix together the cider vinegar, olive oil, brown sugar, salt and pepper. Add the vegetables—the beets, carrots, yams, parsnips, onion—to the bowl and toss to combine.']",https://www.simplyrecipes.com/wp-content/uploads/2014/11/cider-roasted-root-vegetables-vertical-a-1600.jpg,Elise Bauer
Roasted Root Vegetables with Tomatoes and Kale,Warm up your winter with this cheerful ragout of roasted root vegetables with tomato and kale! It takes about as long to make as it does to roast the root vegetables. Hearty and nourishing.,"['Dinner', 'Stew', 'Favorite Fall', 'Favorite Winter', 'Italian', 'Gluten-Free', 'Paleo', 'Vegan', 'Vegetarian', 'Beet', 'Carrot', 'Kale', 'Parsnip', 'Rutabaga', 'Tomato', 'Turnip', 'Vegetables']",20 minutes,55 minutes,Serves 6 to 8,"['3 to 4 pounds of root vegetables such as parsnips, rutabagas, carrots, potatoes, golden beets, turnips, and celery root, peeled and cut into chunks', '1 head of garlic, the cloves separated and peeled', '6 tablespoons extra virgin olive oil, divided 3 Tbsp and 3 Tbsp', '1 teaspoon Kosher salt', '1/2 cup chopped onion', '1 heaping tablespoon tomato paste', '1 28-ounce can of whole peeled tomatoes', '2 cups (packed) of chopped leafy greens such as kale or chard', '1 teaspoon Italian seasoning or dried oregano', 'Black pepper to taste', 'Tabasco sauce (optional, to taste)']","['Roast the root vegetables: Preheat oven to 450°F. Into a large roasting pan, mix together the vegetables, garlic, 3 Tbsp olive oil. Sprinkle with salt. \xa0Roast for 45 minutes, turning the vegetables over in the pan halfway through cooking.']",https://www.simplyrecipes.com/wp-content/uploads/2014/03/roasted-root-vegetables-tomatoes-kale-vertical-a2-1200.jpg,Elise Bauer
"Autumn Tabbouleh with Cauliflower, Carrots, and Golden Beets","Autumn Tabbouleh is the perfect make-ahead side dish! With cauliflower, carrots, and golden beets. 30 minute prep.","['Salad', 'Side Dish', 'Favorite Fall', 'Make-ahead', 'Vegan', 'Vegetarian', 'Beet', 'Bulgur', 'Carrot', 'Cauliflower', 'Parsley', 'Vegetables']",5 minutes,20 minutes,4 to 6 servings,"['1 cup bulgur wheat', '1/2 teaspoon kosher salt', '1/4 head medium cauliflower', '2 medium carrots, peeled and trimmed', '2 small golden beets, peeled and trimmed', '1/4 cup freshly squeezed lemon juice', '1 teaspoon kosher salt', '1/4 cup olive oil', '2 cups minced parsley', '1 bunch scallions, trimmed and minced', '1 tablespoon sherry vinegar', 'Ground black pepper or to taste']","['Make the bulgur: Bring 3 cups of water to a boil in a small saucepan. When the water boils, stir in the bulgur and salt. Cover the pan and remove from heat. Let the bulgur sit for 20 to 30 minutes or until tender. Strain bulgur with a mesh strainer, shaking to remove as much water as possible.']",https://www.simplyrecipes.com/wp-content/uploads/2016/10/2016-10-15-AutumnTabbouleh-12.jpg,Elizabeth Stark
Red Flannel Hash,"A New England tradition, red flannel hash made with cooked potatoes, beets, corned beef, fried up with onions and butter.","['Side Dish', 'New England', 'Gluten-Free', 'Beet', 'Corned Beef', 'Hash', 'Potatoes']",10 minutes,15 minutes,Serves 4,"['4 Tbsp butter', '1 cup chopped onion', '2 cups chopped cooked corned beef', '1 1/2 cups chopped cooked beets*', '1 1/2 cups chopped cooked potatoes', '1 teaspoon Worcestershire sauce (optional, and use gluten-free Worcestershire sauce if cooking gluten-free)', '1/4 cup (packed) chopped fresh parsley (optional)', 'Freshly ground black pepper to taste']","['Cook the onions:\xa0Heat butter in a frying pan (cast iron preferred) on medium high heat. Add the onions and cook a couple minutes, until translucent.']",https://www.simplyrecipes.com/wp-content/uploads/2011/03/red-flannel-hash-horiz-a2-1800.jpg,Elise Bauer
Golden Beets and Brussels Sprouts,"Beautiful golden beets and Brussels sprouts. Roasted or boiled golden yellow beets with  parboiled Brussels sprouts, sautéed together in olive oil, shallots and thyme, and topped with toasted almonds.","['Side Dish', 'Favorite Fall', 'Favorite Winter', 'Gluten-Free', 'Low Carb', 'Paleo', 'Vegan', 'Vegetarian', 'Beet', 'Brussels Sprouts', 'Vegetables']",10 minutes,55 minutes,Serves 3-4,"['2 medium sized golden beets', '10 Brussels sprouts, trimmed of rough outer leaves and cut in half', '2 teaspoons salt', '1 shallot, peeled and sliced', '2 tablespoons extra virgin olive oil', '2 teaspoons\xa0fresh thyme, chopped', '2 tablespoons almond slivers, toasted', 'Salt and freshly ground pepper']","['Boil or roast the beets: The beets take the longest to cook so start them first. Either boil them in water in a small saucepan for 45 minutes (or how ever long it takes to get them tender), or wrap them in foil and roast them in the oven at 350°F for an hour fifteen minutes or until done.']",https://www.simplyrecipes.com/wp-content/uploads/2006/01/golden-beets-brussels-sprouts-horiz-a-1600.jpg,Elise Bauer
Festive Beet Citrus Salad with Kale and Pistachios,"Healthy and Colorful Beet and Kale Salad! Paleo and vegan, with red and golden beets, blood orange slices, kale, and toasted pistachios.","['Salad', 'Gluten-Free', 'Paleo', 'Vegan', 'Vegetarian', 'Beet', 'Beet Salad', 'Blood Orange', 'Kale', 'Orange', 'Pistachio', 'Vegetables']",20 minutes,"1 hour, 15 minutes",Serves 8 to 10,"['6 - 10 large beets (about 4\xa0to 5\xa0pounds), a mix of red, pink, and golden', '2 - 3 blood oranges (or cara cara or navel oranges or a mixture)', '1 bunch of kale (lacinato or dinosaur kale if available), center ribs removed, leaves thinly sliced', '1 cup roasted pistachios, roughly chopped', '1/4 cup chopped fresh mint leaves', '3 Tbsp chopped Italian parsley', '2 Tbsp lemon juice', '1/2 cup good quality extra virgin olive oil', '6 Tbsp seasoned rice vinegar (or unseasoned rice vinegar plus 2 teaspoons of sugar)', 'Zest of one orange', 'Zest of one lemon', '2 Tbsp capers, coarsely chopped', '1/2 teaspoon salt', 'Freshly ground black pepper to taste']","['Cook the beets:\xa0Scrub the beets clean, leaving the skin on. You can boil or roast the beets to cook them.']",https://www.simplyrecipes.com/wp-content/uploads/2013/12/beet-citrus-salad-kale-vertical-a-1200.jpg,Elise Bauer
Yeasted Belgian Waffles,"Make the batter for these yeasted Belgian waffles the night before and let it rise overnight — don't you love it when breakfast is almost ready when you wake up? Warm up your griddle, these the Belgian waffles are ready for you. ","['Breakfast', 'Brunch', 'Freezer-friendly', 'Make-ahead', 'Belgian', 'Waffle']",10 minutes,5 minutes,6 waffles (6 servings),"['1 3/4 cups whole milk', '2 1/4 teaspoon (7g) active yeast (or 1 package, not fast acting or instant)', '2 cups (280g) all-purpose flour', '1/4 cup (40g) yellow cornmeal', '1 tablespoon brown sugar', '1 teaspoon kosher salt', '1/2 cup unsalted butter, melted', '2 large eggs', '1/2 teaspoon baking soda', 'Powdered sugar, optional', 'Maple syrup', 'Whipped cream', 'Fresh fruit', 'Jam or preserves of your choice']","['Make the batter: Warm the milk up on the stovetop until it is warm to the touch, but not hot. (This should only take about 5 to 10 seconds on a gas or induction stovetop; an electric will take slightly longer.) Remove from heat and pour into a large mixing bowl. Add the yeast and stir to dissolve. Let the mixture sit for 5 minutes to proof. You should see a few bubbles form at the top.']",https://www.simplyrecipes.com/wp-content/uploads/2019/04/Yeasted-Belgian-Waffles-LEAD-01.jpg,Irvin Lin
Mom’s Ground Turkey and Peppers,"This 1-pot ground turkey and peppers recipe is quick and easy! Sautéed ground turkey with onions, garlic, bell peppers, and seasoned with chipotle chili. ","['Dinner', 'Favorite Fall', '1-Pot', 'Budget', 'Quick and Easy', 'Gluten-Free', 'Healthy', 'Low Carb', 'Paleo', 'Bell Pepper', 'Ground Turkey', 'Turkey']",15 minutes,15 minutes,Serves 4,"['3 to 4 tablespoons extra virgin olive oil', '1 cup chopped yellow onion, including some chopped greens from scallions or green onions', '1 bell pepper (red or yellow preferred), chopped', '2 cloves garlic, minced', 'Kosher salt', '1 pound ground turkey, preferably ground turkey thighs', '1 teaspoon chipotle powder or chili powder (or to taste)', '2 tablespoons chopped fresh parsley or cilantro']","['Sauté the onions, bell pepper, garlic: Heat 2 tablespoons olive oil in a large skillet on medium high heat. Add the chopped onions and bell pepper and cook until onions and peppers are softened, a couple minutes.']",https://www.simplyrecipes.com/wp-content/uploads/2009/05/ground-turkey-peppers-horiz-a-1600.jpg,Elise Bauer
Roasted Red Pepper Potato Soup,"Roasted red bell pepper soup with potato, garlic, onion, and red bell peppers.","['Soup', 'Gluten-Free', 'Vegetarian', 'Bell Pepper', 'Potatoes', 'Vegetable Soup']",15 minutes,30 minutes,Serves 4,"['4 large red bell peppers', '1 medium yellow onion, peeled and diced (about 1 cup)', '1 large russet potato, peeled and diced (about 1 1/2 cup)', '3 cloves garlic', '1 quart chicken stock (or vegetable stock for vegetarian option)', '1/4 cup cream or milk', '3 tablespoons butter', 'Cayenne, salt and pepper to taste']","['Roast bell peppers until blackened all over:\xa0Roast the red bell peppers by placing them over or under an open flame until they blacken on all sides. (You can use a grill, cooktop gas burner, or oven broiler.) Place the blackened peppers in a bowl, cover the bowl with a plate,\xa0and let the peppers steam for 5\xa0minutes, or until the skins feel like they can easily be slipped off. Remove the peppers from the bowl, peel off the blackened skins, remove the seeds. Chop the peppers roughly.']",https://www.simplyrecipes.com/wp-content/uploads/2006/10/roasted-red-bell-pepper-soup-horiz-a-1200.jpg,Elise Bauer
"Sausage, Pepper, and Potato Bake","This Sausage, Pepper, and Potato Bake is a crowd-pleasing and budget-friendly meal that still feels indulgent. Look for kielbasa on sale and round it out with peppers, potatoes, and onions. Don't skip the sauce - it's what makes the whole dish!","['Breakfast', 'Brunch', 'Dinner', 'Budget', 'Casserole', 'Bell Pepper', 'Pork', 'Potatoes', 'Sausage', 'Vegetables']",25 minutes,1 hour,4 servings (or 6 with other side dishes),"['3 tablespoons olive oil, separated', '1 1/2 pounds Yukon gold potatoes (about 4 medium), washed and unpeeled', '1 teaspoon kosher salt, separated', '1/4 teaspoon ground black pepper, separated', '5 tablespoons balsamic vinegar', '2 teaspoons Dijon mustard', '1 tablespoon fresh rosemary, chopped', '1 teaspoon whole grain mustard', '1 clove garlic, peeled and crushed', '1/2 red bell pepper, thinly sliced', '1/2 yellow bell pepper, thinly sliced', '1/2 orange bell pepper, thinly sliced', '1/2 white onion, thinly sliced', '1 (14-ounce) package kielbasa (or Polish sausage), sliced into thin rounds about 1/4-inch thick']","['Preheat your oven to 400°F and prep the pan. Pour 1 tablespoon of the olive oil into an 9x13 baking dish and use your hand, or a brush, to grease the bottom and sides of the dish. This oil will help create a crisp crust on the bottom of the baked potatoes.']",https://www.simplyrecipes.com/wp-content/uploads/2018/11/Sausage-Potato-Bake-LEAD-2.jpg,Marta Rivera
Peperonata (Sautéed Peppers and Onions),"Peperonata or Sautéed Peppers and Onions - Italian bell pepper, onion, tomato sauté, with garlic, ground oregano, and fresh basil. An easy summer side dish.","['Side Dish', 'Quick and Easy', 'Italian', 'Gluten-Free', 'Vegetarian', 'Bell Pepper', 'Onion', 'Tomato', 'Vegetables']",15 minutes,15 minutes,Serves 4 to 6,"['1/4 cup extra virgin olive oil', '2 red bell peppers, seeded, sliced into 2 1/2 to 3-inch long strips', '2 yellow bell peppers, seeded, sliced into 2 1/2 to 3-inch long strips', '2 orange or green bell peppers, seeded, sliced into 2 1/2 to 3-inch long strips', '1 large onion, sliced into half-moons', '4 garlic cloves, sliced thin', '1 tablespoon dried oregano', '1 tablespoon sugar', '4-5 Roma or other plum tomatoes, seeded and diced', 'Salt and pepper to taste', '1/2 cup fresh basil, leaves torn roughly', 'Lemon juice']","['Sauté the onions: Heat olive oil in a large sauté pan on medium high heat. When the oil is shimmering, add the onions. Sprinkle with a little salt and sauté for 2-3 minutes, until the onions just begin to color.']",https://www.simplyrecipes.com/wp-content/uploads/2010/09/pereronata-vertical-a-1200.jpg,Elise Bauer
Roasted Red Pepper Pasta Sauce,"Vibrant red bell pepper pasta sauce, made with roasted red bell peppers, garlic, onion, sage, anchovies, tomato paste, red wine, paprika, Parmesan","['Sauce', 'Bell Pepper', 'Pasta and Noodles', 'Pasta Sauce']",15 minutes,40 minutes,Serves 6-8,"['3 tablespoons extra virgin olive oil', '1 onion, chopped', 'Salt', '4 garlic cloves, chopped', '1 tablespoon fresh sage, chopped', '3-5 anchovies, or 2 teaspoons anchovy paste', '2 tablespoons tomato paste', '1 1/2 cups red wine', '4 cups roasted red peppers (jarred or freshly roasted)', '1/4 teaspoon smoked paprika (optional)', '1/2 teaspoon cayenne or hot paprika', 'Grated cheese (parmesan, pecorino, manchego, etc.)', 'Some minced fresh sage for garnish']","['Soak jarred peppers in water: If you are using jarred peppers, drain away the marinade and soak them in a large bowl of cold water. If you skip this step, the sauce will become too acidic. Soak for 10-15 minutes before proceeding.']",https://www.simplyrecipes.com/wp-content/uploads/2010/10/roasted-red-pepper-sauce-horiz-a-1800.jpg,Hank Shaw
Marinated Roasted Red Bell Peppers,"Red bell peppers, charred and roasted, preserved in vinegar, lemon, garlic, oil marinade.  Canned roasted bell peppers.","['Canning', 'Gluten-Free', 'Low Carb', 'Paleo', 'Vegan', 'Vegetarian', 'Bell Pepper', 'Vegetables']",20 minutes,40 minutes,Makes 3 pint jars,"['4 pounds firm, fresh, clean red bell peppers', '1 cup bottled lemon juice*', '2 cups white vinegar (5%)', '1 cup extra virgin olive oil + additional for roasting the peppers', '2 cloves garlic, quartered', '1 1/2 teaspoons salt', '3 pint canning jars']","['Prepare water bath and mason jars if canning:\xa0If you are canning for shelf storage (and not just chilling in the refrigerator), place a steaming rack at the bottom of a large (12-qt) pot, add the empty mason jars that you will be using for canning.']",https://www.simplyrecipes.com/wp-content/uploads/2009/08/marinated-roasted-red-bell-peppers-vertical-a-640.jpg,Elise Bauer
"Pasta Salad with Corn, Bacon, and Buttermilk Ranch Dressing","Perfect pasta picnic salad! With corn, bacon, basil, and buttermilk ranch dressing.","['Salad', ""Father's Day"", 'Favorite Summer', 'Quick and Easy', 'Bacon', 'Bell Pepper', 'Buttermilk', 'Corn', 'Pasta and Noodles', 'Pasta Salad', 'Picnic Salad']",15 minutes,15 minutes,Serves 4 to 6,"['8 ounces orecchiette pasta', 'Salt for pasta water', '4 ounces bacon (about 4 strips)', '1 3/4 cup fresh or frozen corn kernels', '3/4 cup green onions, thinly sliced (from about 6\xa0green onions)', '3/4 cup diced red bell pepper', '1/4 cup coarsely chopped fresh basil', '1/3 cup of buttermilk ranch dressing', 'Salt and pepper to taste']",['Cook the pasta and corn: Heat 2 quarts of water in a large pot until boiling. Add 1 tablespoon of salt. Add the pasta and boil uncovered at a rolling boil until al dente.'],https://www.simplyrecipes.com/wp-content/uploads/2016/08/pasta-salad-corn-bacon-vertical-a-1600.jpg,Elise Bauer
Cheesy Quinoa Black Bean Stuffed Bell Peppers,"Easy cheesy stuffed bell peppers with quinoa, black beans, cheddar, green onions, and cumin.","['Dinner', 'Gluten-Free', 'Low Carb', 'Vegetarian', 'Bean', 'Bell Pepper', 'Black Bean', 'Quinoa', 'Stuffed Pepper', 'Vegetables']",10 minutes,"1 hour, 10 minutes",Serves 4 to 6,"['1 cup uncooked quinoa (white or red or both)', 'Salt', '6 large bell peppers, any color', '1 15-ounce can black beans, drained', '4\xa0cups grated sharp cheddar cheese,\xa02 cups for stuffing, 2 cups for topping', '3 to 4 green onions, finely sliced', '1 teaspoon ground cumin', '1/2 cup loosely packed chopped fresh cilantro (optional)']","['Cook the quinoa: Place 1 cup of quinoa, 2 cups of water, and 1/2 teaspoon of salt in a medium saucepan. Bring to a boil, cover, reduce to a simmer and cook for 15 minutes.']",https://www.simplyrecipes.com/wp-content/uploads/2014/09/quinoa-stuffed-bell-peppers-vert.jpg,Elise Bauer
